"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","91","Verify that error is returned when missing name","","Fri Oct 24 10:16:59 UTC 2025","passed","Fri Oct 24 10:16:59 UTC 2025","","API - Create Pet Negative Tests","",""
"","92","Verify that error is returned when too long name","","Fri Oct 24 10:16:58 UTC 2025","passed","Fri Oct 24 10:16:58 UTC 2025","","API - Create Pet Negative Tests","",""
"","4980","Verify that error is shown when password is invalid","","Fri Oct 24 10:17:31 UTC 2025","passed","Fri Oct 24 10:17:36 UTC 2025","","Mobile - Login Negative Tests","",""
"","2203","Verify that products can be sorted by name ascending","","Fri Oct 24 10:17:38 UTC 2025","passed","Fri Oct 24 10:17:40 UTC 2025","","Mobile - Sort Goods Tests","",""
"","7062","Verify that error is shown when username is empty","","Fri Oct 24 10:17:13 UTC 2025","passed","Fri Oct 24 10:17:20 UTC 2025","","Mobile - Login Negative Tests","",""
"","5052","Verify that error is shown when both credentials are invalid","","Fri Oct 24 10:17:36 UTC 2025","passed","Fri Oct 24 10:17:41 UTC 2025","","Mobile - Login Negative Tests","",""
"","8696","Verify that user can login successfully with valid credentials","","Fri Oct 24 10:17:14 UTC 2025","passed","Fri Oct 24 10:17:22 UTC 2025","","Mobile - Login Tests","",""
"","328","Verify that pet can be retrieved successfully by ID","","Fri Oct 24 10:16:58 UTC 2025","passed","Fri Oct 24 10:16:58 UTC 2025","","API - Get Pet Tests","",""
"","2501","Verify that products can be sorted by price ascending","","Fri Oct 24 10:17:43 UTC 2025","passed","Fri Oct 24 10:17:46 UTC 2025","","Mobile - Sort Goods Tests","",""
"","303","Verify that pet can be updated successfully with new data","","Fri Oct 24 10:16:58 UTC 2025","passed","Fri Oct 24 10:16:58 UTC 2025","","API - Update Pet Tests","",""
"","282","Verify that pet can be deleted successfully by ID","","Fri Oct 24 10:16:58 UTC 2025","passed","Fri Oct 24 10:16:58 UTC 2025","","API - Delete Pet Tests","",""
"","190","Verify that error is returned when empty name","","Fri Oct 24 10:16:58 UTC 2025","passed","Fri Oct 24 10:16:58 UTC 2025","","API - Create Pet Negative Tests","",""
"","89","Verify that error is returned when invalid status","","Fri Oct 24 10:16:58 UTC 2025","passed","Fri Oct 24 10:16:58 UTC 2025","","API - Create Pet Negative Tests","",""
"","6498","Verify that user can add product to cart and verify cart contents","","Fri Oct 24 10:17:09 UTC 2025","passed","Fri Oct 24 10:17:16 UTC 2025","","Mobile - Cart Tests","",""
"","67","Verify that error is returned when missing photo urls","","Fri Oct 24 10:16:59 UTC 2025","passed","Fri Oct 24 10:16:59 UTC 2025","","API - Create Pet Negative Tests","",""
"","2716","Verify that products can be sorted by name descending","","Fri Oct 24 10:17:40 UTC 2025","passed","Fri Oct 24 10:17:43 UTC 2025","","Mobile - Sort Goods Tests","",""
"","5391","Verify that error is shown when username is invalid","","Fri Oct 24 10:17:26 UTC 2025","passed","Fri Oct 24 10:17:31 UTC 2025","","Mobile - Login Negative Tests","",""
"","89","Verify that error is returned when empty photo urls","","Fri Oct 24 10:16:58 UTC 2025","passed","Fri Oct 24 10:16:58 UTC 2025","","API - Create Pet Negative Tests","",""
"","5265","Verify that error is shown when password is empty","","Fri Oct 24 10:17:20 UTC 2025","passed","Fri Oct 24 10:17:26 UTC 2025","","Mobile - Login Negative Tests","",""
"","67","Verify that error is returned when too long category name","","Fri Oct 24 10:16:58 UTC 2025","passed","Fri Oct 24 10:16:58 UTC 2025","","API - Create Pet Negative Tests","",""
"","2387","Verify that products can be sorted by price descending","","Fri Oct 24 10:17:46 UTC 2025","passed","Fri Oct 24 10:17:48 UTC 2025","","Mobile - Sort Goods Tests","",""
"","237","Verify that error is returned when multiple validation errors","","Fri Oct 24 10:16:58 UTC 2025","passed","Fri Oct 24 10:16:59 UTC 2025","","API - Create Pet Negative Tests","",""
"","215","Verify that pet can be created successfully with valid data","","Fri Oct 24 10:16:58 UTC 2025","passed","Fri Oct 24 10:16:58 UTC 2025","","API - Create Pet Tests","",""
