"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","63","Verify that error is returned when invalid status","","Fri Oct 24 10:27:45 UTC 2025","passed","Fri Oct 24 10:27:45 UTC 2025","","API - Create Pet Negative Tests","",""
"","51","Verify that error is returned when too long name","","Fri Oct 24 10:27:45 UTC 2025","passed","Fri Oct 24 10:27:45 UTC 2025","","API - Create Pet Negative Tests","",""
"","7495","Verify that error is shown when username is empty","","Fri Oct 24 10:27:57 UTC 2025","passed","Fri Oct 24 10:28:05 UTC 2025","","Mobile - Login Negative Tests","",""
"","2765","Verify that products can be sorted by price ascending","","Fri Oct 24 10:28:31 UTC 2025","passed","Fri Oct 24 10:28:34 UTC 2025","","Mobile - Sort Goods Tests","",""
"","3341","Verify that products can be sorted by name descending","","Fri Oct 24 10:28:28 UTC 2025","passed","Fri Oct 24 10:28:31 UTC 2025","","Mobile - Sort Goods Tests","",""
"","132","Verify that error is returned when empty photo urls","","Fri Oct 24 10:27:45 UTC 2025","passed","Fri Oct 24 10:27:45 UTC 2025","","API - Create Pet Negative Tests","",""
"","10845","Verify that user can login successfully with valid credentials","","Fri Oct 24 10:27:55 UTC 2025","passed","Fri Oct 24 10:28:05 UTC 2025","","Mobile - Login Tests","",""
"","545","Verify that pet can be updated successfully with new data","","Fri Oct 24 10:27:44 UTC 2025","passed","Fri Oct 24 10:27:45 UTC 2025","","API - Update Pet Tests","",""
"","394","Verify that pet can be created successfully with valid data","","Fri Oct 24 10:27:44 UTC 2025","passed","Fri Oct 24 10:27:45 UTC 2025","","API - Create Pet Tests","",""
"","5935","Verify that error is shown when password is invalid","","Fri Oct 24 10:28:17 UTC 2025","passed","Fri Oct 24 10:28:23 UTC 2025","","Mobile - Login Negative Tests","",""
"","401","Verify that error is returned when empty name","","Fri Oct 24 10:27:44 UTC 2025","passed","Fri Oct 24 10:27:45 UTC 2025","","API - Create Pet Negative Tests","",""
"","6153","Verify that error is shown when username is invalid","","Fri Oct 24 10:28:11 UTC 2025","passed","Fri Oct 24 10:28:17 UTC 2025","","Mobile - Login Negative Tests","",""
"","60","Verify that error is returned when too long category name","","Fri Oct 24 10:27:45 UTC 2025","passed","Fri Oct 24 10:27:45 UTC 2025","","API - Create Pet Negative Tests","",""
"","100","Verify that pet can be deleted successfully by ID","","Fri Oct 24 10:27:45 UTC 2025","passed","Fri Oct 24 10:27:45 UTC 2025","","API - Delete Pet Tests","",""
"","5302","Verify that error is shown when both credentials are invalid","","Fri Oct 24 10:28:23 UTC 2025","passed","Fri Oct 24 10:28:28 UTC 2025","","Mobile - Login Negative Tests","",""
"","2404","Verify that products can be sorted by price descending","","Fri Oct 24 10:28:34 UTC 2025","passed","Fri Oct 24 10:28:36 UTC 2025","","Mobile - Sort Goods Tests","",""
"","3266","Verify that products can be sorted by name ascending","","Fri Oct 24 10:28:24 UTC 2025","passed","Fri Oct 24 10:28:28 UTC 2025","","Mobile - Sort Goods Tests","",""
"","53","Verify that error is returned when missing name","","Fri Oct 24 10:27:45 UTC 2025","passed","Fri Oct 24 10:27:45 UTC 2025","","API - Create Pet Negative Tests","",""
"","7356","Verify that user can add product to cart and verify cart contents","","Fri Oct 24 10:27:53 UTC 2025","passed","Fri Oct 24 10:28:01 UTC 2025","","Mobile - Cart Tests","",""
"","5781","Verify that error is shown when password is empty","","Fri Oct 24 10:28:05 UTC 2025","passed","Fri Oct 24 10:28:11 UTC 2025","","Mobile - Login Negative Tests","",""
"","72","Verify that error is returned when missing photo urls","","Fri Oct 24 10:27:45 UTC 2025","passed","Fri Oct 24 10:27:45 UTC 2025","","API - Create Pet Negative Tests","",""
"","62","Verify that error is returned when multiple validation errors","","Fri Oct 24 10:27:45 UTC 2025","passed","Fri Oct 24 10:27:45 UTC 2025","","API - Create Pet Negative Tests","",""
"","91","Verify that pet can be retrieved successfully by ID","","Fri Oct 24 10:27:45 UTC 2025","passed","Fri Oct 24 10:27:45 UTC 2025","","API - Get Pet Tests","",""
