"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29","Verify that error is returned when missing name","","Fri Oct 24 13:08:01 UTC 2025","passed","Fri Oct 24 13:08:01 UTC 2025","","API - Create Pet Negative Tests","",""
"","2736","Verify that products can be sorted by name ascending","","Fri Oct 24 13:08:47 UTC 2025","passed","Fri Oct 24 13:08:50 UTC 2025","","Mobile - Sort Goods Tests","",""
"","10389","Verify that user can login successfully with valid credentials","","Fri Oct 24 13:08:19 UTC 2025","passed","Fri Oct 24 13:08:29 UTC 2025","","Mobile - Login Tests","",""
"","2772","Verify that products can be sorted by price ascending","","Fri Oct 24 13:08:52 UTC 2025","passed","Fri Oct 24 13:08:55 UTC 2025","","Mobile - Sort Goods Tests","",""
"","6086","Verify that error is shown when password is empty","","Fri Oct 24 13:08:27 UTC 2025","passed","Fri Oct 24 13:08:33 UTC 2025","","Mobile - Login Negative Tests","",""
"","6784","Verify that error is shown when username is empty","","Fri Oct 24 13:08:20 UTC 2025","passed","Fri Oct 24 13:08:27 UTC 2025","","Mobile - Login Negative Tests","",""
"","30","Verify that error is returned when missing photo urls","","Fri Oct 24 13:08:01 UTC 2025","passed","Fri Oct 24 13:08:01 UTC 2025","","API - Create Pet Negative Tests","",""
"","5388","Verify that error is shown when both credentials are invalid","","Fri Oct 24 13:08:44 UTC 2025","passed","Fri Oct 24 13:08:50 UTC 2025","","Mobile - Login Negative Tests","",""
"","40","Verify that error is returned when empty photo urls","","Fri Oct 24 13:08:00 UTC 2025","passed","Fri Oct 24 13:08:00 UTC 2025","","API - Create Pet Negative Tests","",""
"","2212","Verify that products can be sorted by name descending","","Fri Oct 24 13:08:50 UTC 2025","passed","Fri Oct 24 13:08:52 UTC 2025","","Mobile - Sort Goods Tests","",""
"","133","Verify that error is returned when empty name","","Fri Oct 24 13:08:00 UTC 2025","passed","Fri Oct 24 13:08:00 UTC 2025","","API - Create Pet Negative Tests","",""
"","59","Verify that error is returned when invalid status","","Fri Oct 24 13:08:00 UTC 2025","passed","Fri Oct 24 13:08:00 UTC 2025","","API - Create Pet Negative Tests","",""
"","2331","Verify that products can be sorted by price descending","","Fri Oct 24 13:08:55 UTC 2025","passed","Fri Oct 24 13:08:57 UTC 2025","","Mobile - Sort Goods Tests","",""
"","7868","Verify that user can add product to cart and verify cart contents","","Fri Oct 24 13:08:17 UTC 2025","passed","Fri Oct 24 13:08:25 UTC 2025","","Mobile - Cart Tests","",""
"","143","Verify that pet can be created successfully with valid data","","Fri Oct 24 13:08:00 UTC 2025","passed","Fri Oct 24 13:08:00 UTC 2025","","API - Create Pet Tests","",""
"","191","Verify that pet can be updated successfully with new data","","Fri Oct 24 13:08:00 UTC 2025","passed","Fri Oct 24 13:08:00 UTC 2025","","API - Update Pet Tests","",""
"","196","Verify that pet can be deleted successfully by ID","","Fri Oct 24 13:08:00 UTC 2025","passed","Fri Oct 24 13:08:00 UTC 2025","","API - Delete Pet Tests","",""
"","5657","Verify that error is shown when password is invalid","","Fri Oct 24 13:08:39 UTC 2025","passed","Fri Oct 24 13:08:44 UTC 2025","","Mobile - Login Negative Tests","",""
"","5859","Verify that error is shown when username is invalid","","Fri Oct 24 13:08:33 UTC 2025","passed","Fri Oct 24 13:08:39 UTC 2025","","Mobile - Login Negative Tests","",""
"","93","Verify that error is returned when too long name","","Fri Oct 24 13:08:00 UTC 2025","passed","Fri Oct 24 13:08:00 UTC 2025","","API - Create Pet Negative Tests","",""
"","76","Verify that pet can be retrieved successfully by ID","","Fri Oct 24 13:08:01 UTC 2025","passed","Fri Oct 24 13:08:01 UTC 2025","","API - Get Pet Tests","",""
"","31","Verify that error is returned when too long category name","","Fri Oct 24 13:08:00 UTC 2025","passed","Fri Oct 24 13:08:01 UTC 2025","","API - Create Pet Negative Tests","",""
"","91","Verify that error is returned when multiple validation errors","","Fri Oct 24 13:08:01 UTC 2025","passed","Fri Oct 24 13:08:01 UTC 2025","","API - Create Pet Negative Tests","",""
