"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2768","Verify that products can be sorted by price ascending","","Fri Oct 24 10:10:54 UTC 2025","passed","Fri Oct 24 10:10:57 UTC 2025","","Mobile - Sort Goods Tests","",""
"","241","Verify that pet can be updated successfully with new data","","Fri Oct 24 10:10:15 UTC 2025","passed","Fri Oct 24 10:10:15 UTC 2025","","API - Update Pet Tests","",""
"","163","Verify that pet can be deleted successfully by ID","","Fri Oct 24 10:10:15 UTC 2025","passed","Fri Oct 24 10:10:15 UTC 2025","","API - Delete Pet Tests","",""
"","5689","Verify that error is shown when password is invalid","","Fri Oct 24 10:10:40 UTC 2025","passed","Fri Oct 24 10:10:46 UTC 2025","","Mobile - Login Negative Tests","",""
"","6786","Verify that error is shown when username is empty","","Fri Oct 24 10:10:22 UTC 2025","passed","Fri Oct 24 10:10:28 UTC 2025","","Mobile - Login Negative Tests","",""
"","54","Verify that pet can be retrieved successfully by ID","","Fri Oct 24 10:10:15 UTC 2025","passed","Fri Oct 24 10:10:15 UTC 2025","","API - Get Pet Tests","",""
"","3076","Verify that products can be sorted by name ascending","","Fri Oct 24 10:10:48 UTC 2025","passed","Fri Oct 24 10:10:51 UTC 2025","","Mobile - Sort Goods Tests","",""
"","22","Verify that error is returned when too long category name","","Fri Oct 24 10:10:15 UTC 2025","passed","Fri Oct 24 10:10:15 UTC 2025","","API - Create Pet Negative Tests","",""
"","39","Verify that error is returned when too long name","","Fri Oct 24 10:10:15 UTC 2025","passed","Fri Oct 24 10:10:15 UTC 2025","","API - Create Pet Negative Tests","",""
"","148","Verify that pet can be created successfully with valid data","","Fri Oct 24 10:10:15 UTC 2025","passed","Fri Oct 24 10:10:15 UTC 2025","","API - Create Pet Tests","",""
"","24","Verify that error is returned when missing name","","Fri Oct 24 10:10:15 UTC 2025","passed","Fri Oct 24 10:10:15 UTC 2025","","API - Create Pet Negative Tests","",""
"","33","Verify that error is returned when multiple validation errors","","Fri Oct 24 10:10:15 UTC 2025","passed","Fri Oct 24 10:10:15 UTC 2025","","API - Create Pet Negative Tests","",""
"","7656","Verify that user can add product to cart and verify cart contents","","Fri Oct 24 10:10:18 UTC 2025","passed","Fri Oct 24 10:10:26 UTC 2025","","Mobile - Cart Tests","",""
"","101","Verify that error is returned when empty photo urls","","Fri Oct 24 10:10:15 UTC 2025","passed","Fri Oct 24 10:10:15 UTC 2025","","API - Create Pet Negative Tests","",""
"","12","Verify that error is returned when missing photo urls","","Fri Oct 24 10:10:15 UTC 2025","passed","Fri Oct 24 10:10:15 UTC 2025","","API - Create Pet Negative Tests","",""
"","123","Verify that error is returned when empty name","","Fri Oct 24 10:10:15 UTC 2025","passed","Fri Oct 24 10:10:15 UTC 2025","","API - Create Pet Negative Tests","",""
"","127","Verify that error is returned when invalid status","","Fri Oct 24 10:10:15 UTC 2025","passed","Fri Oct 24 10:10:15 UTC 2025","","API - Create Pet Negative Tests","",""
"","2817","Verify that products can be sorted by price descending","","Fri Oct 24 10:10:57 UTC 2025","passed","Fri Oct 24 10:11:00 UTC 2025","","Mobile - Sort Goods Tests","",""
"","5094","Verify that error is shown when both credentials are invalid","","Fri Oct 24 10:10:46 UTC 2025","passed","Fri Oct 24 10:10:51 UTC 2025","","Mobile - Login Negative Tests","",""
"","5825","Verify that error is shown when username is invalid","","Fri Oct 24 10:10:34 UTC 2025","passed","Fri Oct 24 10:10:40 UTC 2025","","Mobile - Login Negative Tests","",""
"","2660","Verify that products can be sorted by name descending","","Fri Oct 24 10:10:51 UTC 2025","passed","Fri Oct 24 10:10:54 UTC 2025","","Mobile - Sort Goods Tests","",""
"","10637","Verify that user can login successfully with valid credentials","","Fri Oct 24 10:10:19 UTC 2025","passed","Fri Oct 24 10:10:30 UTC 2025","","Mobile - Login Tests","",""
"","5842","Verify that error is shown when password is empty","","Fri Oct 24 10:10:28 UTC 2025","passed","Fri Oct 24 10:10:34 UTC 2025","","Mobile - Login Negative Tests","",""
